date,price,bedrooms,bathrooms,floors,waterfront,view,condition,sqft_above,sqft_basement,street,city,country
6/12/2014 0:00,370000,2,1,1,0,0,4,1220,0,13314 NE 104th St,Kirkland,USA
6/12/2014 0:00,349950,3,1,1,0,0,3,1060,0,17129 NE 95th St,Redmond,USA
6/12/2014 0:00,223000,2,1,1,0,0,3,910,0,11644 SE 163rd St,Renton,USA
6/12/2014 0:00,560000,4,1.75,1.5,0,0,4,1090,790,325 NW 48th St,Seattle,USA
6/12/2014 0:00,594000,4,1.75,2,0,0,4,1200,670,7542 42nd Ave NE,Seattle,USA
6/12/2014 0:00,600000,3,2.25,2,0,0,4,1480,0,816 Martin Luther King Jr Way,Seattle,USA
6/12/2014 0:00,315000,3,2.5,2,0,0,3,1880,0,11718 SE 203rd St,Kent,USA
6/12/2014 0:00,430000,4,1.75,1,0,0,4,1110,780,13524 22nd Ave NE,Seattle,USA
6/12/2014 0:00,440000,3,2.75,1,0,0,5,1030,530,15118 119th Ave NE,Kirkland,USA
6/12/2014 0:00,312500,2,1.5,2,0,0,3,1070,0,9404 Linden Ave N,Seattle,USA
6/12/2014 0:00,1240000,5,4,2,0,0,3,4410,0,16416 NE 40th St,Redmond,USA
6/12/2014 0:00,300000,3,3.25,2,0,0,3,1180,290,5338 15th Ave S,Seattle,USA
6/12/2014 0:00,680000,3,2.5,2.5,0,0,3,2570,0,1474-1476 29th Pl NE,Issaquah,USA
6/12/2014 0:00,336750,2,2.25,2,0,0,3,1170,0,2277 NW Hidden Ln,Issaquah,USA
6/13/2014 0:00,822500,5,3.5,2,0,0,5,1720,600,512 N 65th St,Seattle,USA
6/13/2014 0:00,589000,4,3,2,0,0,5,2440,0,11611 106th Ave NE,Kirkland,USA
6/13/2014 0:00,863000,4,2.5,2,0,0,3,4120,0,1571 237th Ct NE,Sammamish,USA
6/13/2014 0:00,210000,2,1.75,1,0,0,4,1440,0,24429 12th Ave S,Des Moines,USA
6/13/2014 0:00,206135,3,1,1,0,0,4,1340,0,12129 SE 277th Pl,Kent,USA
6/13/2014 0:00,1125000,6,3.75,2,0,0,3,2000,1010,8016 Meridian Ave N,Seattle,USA
6/13/2014 0:00,285000,3,1.75,1,0,0,3,920,920,7339 46th Ave S,Seattle,USA
6/13/2014 0:00,230000,2,1,1,0,0,3,930,0,13008 23rd Ave S,SeaTac,USA
6/13/2014 0:00,845000,4,2.75,2,0,0,3,4070,0,12810 440th Pl SE,North Bend,USA
6/13/2014 0:00,350000,3,1.75,1,0,0,3,1230,590,3037 NE 205th St,Lake Forest Park,USA
6/13/2014 0:00,304000,3,1,1.5,0,0,4,1280,0,16225 10th Ave NE,Shoreline,USA
6/13/2014 0:00,370000,2,1,1,0,0,3,900,0,307 NW 87th St,Seattle,USA
6/13/2014 0:00,810000,3,1.75,1,0,2,4,1320,660,2622 W Lake Sammamish Pkwy SE,Bellevue,USA
6/13/2014 0:00,440000,4,2.25,1,0,0,3,1220,790,14450 105th Ct NE,Kirkland,USA
6/13/2014 0:00,1030000,4,2.5,2,0,0,3,1960,790,5700-5798 Wallingford Ave N,Seattle,USA
6/13/2014 0:00,775000,4,2,1,0,1,3,1940,1200,3704 W Lawton St,Seattle,USA
6/13/2014 0:00,1335000,5,2.25,2.5,0,0,4,2910,1290,1024 15th Ave E,Seattle,USA
6/13/2014 0:00,235000,3,1.75,1,0,0,3,950,950,13002 23rd Ave S,SeaTac,USA
6/13/2014 0:00,499950,3,1,1.5,0,0,3,1430,400,611 N 46th St,Seattle,USA
6/13/2014 0:00,622500,5,2.75,2,0,0,4,2190,1130,14523 NE 169th St,Woodinville,USA
6/13/2014 0:00,300000,4,2.5,1,0,0,4,1560,1140,12235 SE 259th Pl,Kent,USA
6/13/2014 0:00,205000,3,1,1,0,0,5,1290,0,33601-33799 35th Ave SW,Federal Way,USA
6/13/2014 0:00,435000,3,1.75,1,0,0,3,1500,0,8528 NE 142nd St,Kirkland,USA
6/13/2014 0:00,697000,4,2.75,1.5,0,0,4,3650,0,18534 186th Pl NE,Woodinville,USA
6/13/2014 0:00,153000,3,1,1.5,0,0,3,1270,0,12015 75th Ave S,Seattle,USA
6/13/2014 0:00,454000,4,2.25,2,0,0,3,2630,0,14404 SE 216th St,Kent,USA
6/13/2014 0:00,345000,2,1.5,1,0,0,5,1240,560,33336-33412 E Lake Holm Dr SE,Auburn,USA
6/13/2014 0:00,585000,3,1,1.5,0,0,4,1580,290,111 NW 53rd St,Seattle,USA
6/13/2014 0:00,380000,4,2.5,2,0,0,3,1870,670,2107 Davis Ave S,Renton,USA
6/13/2014 0:00,250600,4,2.5,1,0,0,3,1120,810,2025 W St NW,Auburn,USA
6/13/2014 0:00,890000,4,2.25,2,0,0,3,2770,0,6701 81st Ave SE,Mercer Island,USA
6/13/2014 0:00,370000,4,2.5,2,0,0,3,2220,0,5127 NE 4th Pl,Renton,USA
6/13/2014 0:00,369500,3,1.5,1,0,0,4,1100,550,14001 28th Ave NE,Seattle,USA
6/13/2014 0:00,883000,4,2.5,2,0,0,3,3670,0,1227 243rd Ave NE,Sammamish,USA
6/13/2014 0:00,950000,4,2.5,2,0,0,3,3770,0,10326 216th Ct NE,Redmond,USA
6/13/2014 0:00,615000,3,1.75,1,0,0,4,1800,550,7-19 210th Pl NE,Sammamish,USA
6/13/2014 0:00,305000,3,1.5,1,0,0,4,610,600,5445 17th Ave SW,Seattle,USA
6/13/2014 0:00,590000,4,2.5,2,0,0,4,2010,0,3419 241st Pl SE,Issaquah,USA
6/13/2014 0:00,485000,3,2.5,2,0,0,3,1580,0,24025 SE 42nd St,Issaquah,USA
6/13/2014 0:00,215000,2,1,1,0,0,3,710,0,7027 S 125th St,Seattle,USA
6/13/2014 0:00,430000,3,2,1.5,0,0,3,1910,0,2415 209th Ave NE,Sammamish,USA
6/13/2014 0:00,324900,4,2.5,2,0,0,3,1880,0,21661 SE 265th Way,Maple Valley,USA
6/13/2014 0:00,849900,2,2,2,0,0,3,2280,0,9326 SW 216th St,Vashon,USA
6/13/2014 0:00,975000,5,2.75,1,0,2,4,1660,1440,9340 Mercerwood Dr,Mercer Island,USA
6/13/2014 0:00,910000,5,2.5,2,0,0,3,2350,0,2807 E Aloha St,Seattle,USA
6/13/2014 0:00,459950,3,1.75,1,0,2,5,1100,750,2221 SW 154th St,Burien,USA
6/13/2014 0:00,325000,3,2.5,2,0,0,3,2070,0,26300-26398 124th Ave SE,Kent,USA
6/13/2014 0:00,513000,4,2.75,1,0,0,5,1010,1010,9226 36th Ave SW,Seattle,USA
6/13/2014 0:00,475000,3,2.25,1,0,0,3,1200,380,22013 NE 18th St,Sammamish,USA
6/13/2014 0:00,419000,4,2.5,2,0,0,3,2690,0,14114 SE 198th St,Renton,USA
6/13/2014 0:00,760000,4,2.5,1,0,4,3,1700,720,12849 Shorecrest Dr SW,Burien,USA
6/13/2014 0:00,1120000,5,1.5,2,0,3,4,2340,200,9827 47th Ave SW,Seattle,USA
6/13/2014 0:00,129000,2,1,1,0,0,3,1150,0,17029 106th Ave SE,Renton,USA
6/13/2014 0:00,725000,5,2.5,1,0,0,4,1830,1380,14404 NE 11th Pl,Bellevue,USA
6/13/2014 0:00,580000,3,2.5,2,0,0,3,2040,0,17422 NE 28th St,Redmond,USA
6/13/2014 0:00,385000,3,2.25,1,0,0,4,1060,860,10559 Evanston Ave N,Seattle,USA
6/13/2014 0:00,265000,4,1.75,1,0,0,5,1900,0,1310 22nd St SE,Auburn,USA
6/13/2014 0:00,1735000,3,2.5,1.5,0,4,5,2510,1800,18401 17th Ave NW,Shoreline,USA
6/13/2014 0:00,330000,3,2.5,2,0,0,3,720,350,4536 42nd Ave SW,Seattle,USA
6/13/2014 0:00,665000,4,2.5,2,0,0,4,2790,0,20324 194th Pl NE,Woodinville,USA
6/13/2014 0:00,799000,3,2.5,2,0,0,3,2860,0,4432 30th Ave W,Seattle,USA
6/13/2014 0:00,589000,3,2,1,0,0,4,1250,1000,3406 60th Ave SW,Seattle,USA
6/13/2014 0:00,1695000,2,2.25,2,0,2,5,1990,1180,308 Prospect St,Seattle,USA
6/13/2014 0:00,538000,3,1,1,0,0,3,1260,200,8018 Wallingford Ave N,Seattle,USA
6/13/2014 0:00,530100,3,1,1.5,0,0,3,1200,340,123 NW 78th St,Seattle,USA
6/13/2014 0:00,718500,3,2,2,0,0,4,1920,990,3959 S Ferdinand St,Seattle,USA
6/13/2014 0:00,299000,3,1.75,1,0,0,5,1180,0,18438 SE 135th St,Renton,USA
6/13/2014 0:00,556000,3,1.75,1,0,0,3,1090,550,7736 38th Ave SW,Seattle,USA
6/13/2014 0:00,171000,4,2,1,0,0,3,1020,500,15014 42nd Ave S,Tukwila,USA
6/13/2014 0:00,540000,5,3,2,0,0,3,3610,0,24760 SE 276th Pl,Maple Valley,USA
6/13/2014 0:00,250000,3,2.25,2,0,0,3,1400,0,19521 SE 271st Pl,Covington,USA
6/13/2014 0:00,795000,4,3.5,2,0,0,3,2670,530,2500 22nd Ct NE,Issaquah,USA
6/13/2014 0:00,575000,3,3,2,0,0,3,1144,240,1128 10th Ave E,Seattle,USA
6/13/2014 0:00,379500,3,2.25,2,0,0,3,1290,120,2082 NW Boulder Way Dr,Issaquah,USA
6/13/2014 0:00,385000,4,2.5,2,0,0,3,2050,0,5115 NE 5th Pl,Renton,USA
6/13/2014 0:00,415500,4,2.5,2,0,0,3,1750,0,8019 NE 183rd St,Kenmore,USA
6/14/2014 0:00,397500,3,2,1,0,0,3,1070,440,9325 NE 133rd St,Kirkland,USA
6/14/2014 0:00,530000,3,2.5,2,0,0,3,1930,0,1901 NE 125th St,Seattle,USA
6/14/2014 0:00,883000,4,2.5,2,0,0,3,2960,0,14369 155th Ave NE,Woodinville,USA
6/14/2014 0:00,850000,5,2.75,1,0,0,5,1660,1260,1498 Hillside Dr SE,Issaquah,USA
6/14/2014 0:00,496752,2,1,1,0,0,4,1090,890,1908 29th Ave S,Seattle,USA
6/14/2014 0:00,330000,3,1.75,1,0,0,3,1430,0,2704 NE 144th St,Seattle,USA
6/14/2014 0:00,735000,4,2.75,2,0,2,3,2450,0,1750 10th Ave NE,Issaquah,USA
6/14/2014 0:00,525000,4,2.75,2,0,0,3,2360,0,20012 79th Ave NE,Kenmore,USA
6/15/2014 0:00,269950,3,2.5,2,0,0,3,1730,160,4295 S 137th St,Tukwila,USA
6/15/2014 0:00,650000,3,1.75,1,0,0,3,1290,850,1411 112th Ave NE,Bellevue,USA
6/15/2014 0:00,520500,3,2,1,0,0,4,950,950,834 NE 97th St,Seattle,USA
6/15/2014 0:00,652500,4,2.5,2,0,0,3,2700,0,25956 SE 37th Way,Issaquah,USA
6/15/2014 0:00,506000,5,3,1,0,0,4,1370,1060,16437 SE 8th St,Bellevue,USA
6/15/2014 0:00,416000,3,1,1,0,0,4,1110,0,717 164th Ave SE,Bellevue,USA
6/16/2014 0:00,500000,4,2.75,1,0,0,5,2280,0,9007 132nd Pl SE,Newcastle,USA
6/16/2014 0:00,460000,3,1.75,1,0,0,4,860,690,6503 39th Ave NE,Seattle,USA
6/16/2014 0:00,371025,3,2,1,0,0,3,1530,0,10536 NE 148th Ct,Bothell,USA
6/16/2014 0:00,576000,4,2.5,2,0,0,3,2440,0,15125 78th Ave NE,Kenmore,USA
6/16/2014 0:00,353500,4,2.25,2,0,0,3,1760,0,13738 SE 199th Pl,Renton,USA
6/16/2014 0:00,1735000,4,2.25,2,0,3,4,2080,960,3907 47th Ave NE,Seattle,USA
6/16/2014 0:00,183000,3,1.75,1,0,0,4,1070,0,704 26th St SE,Auburn,USA
6/16/2014 0:00,763101,3,1.75,1,0,0,4,1100,890,4811-4815 38th Ave NE,Seattle,USA
6/16/2014 0:00,460000,2,1.5,1,0,0,3,970,120,2646 48th Ave SW,Seattle,USA
6/16/2014 0:00,825000,4,1.5,1.5,0,0,3,1890,0,1529 45th Ave SW,Seattle,USA
6/16/2014 0:00,265000,3,1,1,0,0,3,1000,0,16206 SE 134th St,Renton,USA
6/16/2014 0:00,295000,3,1.75,1,0,0,3,1030,740,455 S 190th St,Burien,USA
6/16/2014 0:00,418000,4,3,1,0,2,3,1460,900,9957 Rainier Ave S,Seattle,USA
6/16/2014 0:00,554000,3,3.5,2,0,0,3,2700,680,19000 196th Ave SE,Renton,USA
6/16/2014 0:00,534500,3,2.5,2,0,0,3,1700,0,2493 NE Laurel Crest Ln,Issaquah,USA
6/16/2014 0:00,690000,2,1.75,1,0,0,5,850,750,2505 E Calhoun St,Seattle,USA
6/16/2014 0:00,530000,4,2.5,2,0,0,3,2050,0,24610 SE 45th Way,Issaquah,USA
6/16/2014 0:00,357186,2,1.75,2,0,0,3,1210,0,2520 Mulberry Walk NE,Issaquah,USA
6/16/2014 0:00,300000,5,3,1,0,0,3,1200,740,11720 8th Ave S,Seattle,USA
6/16/2014 0:00,304000,4,2,1,0,0,2,1110,700,12727 SE 191st Pl,Renton,USA
6/16/2014 0:00,385000,4,1.75,1,0,0,4,870,820,3405 35th Ave S,Seattle,USA
6/16/2014 0:00,415000,4,2,1,0,0,4,1000,800,7502 15th Ave NE,Seattle,USA
6/16/2014 0:00,963000,4,3.5,2,0,0,3,3280,0,16030 SE 45th Pl,Bellevue,USA
6/16/2014 0:00,792500,4,2.5,2,0,0,3,4290,0,26735 SE 271st St,Ravensdale,USA
6/16/2014 0:00,309212,3,1.75,1,0,0,3,1150,0,42511 SE 175th Pl,North Bend,USA
6/16/2014 0:00,235000,2,1.5,2,0,0,3,880,0,10546 Stone Ave N,Seattle,USA
6/16/2014 0:00,667000,3,1.5,2,0,0,3,1720,0,3239 NW 64th St,Seattle,USA
6/16/2014 0:00,470000,3,1.5,1,0,0,4,1510,0,2559 155th Ave SE,Bellevue,USA
6/16/2014 0:00,375000,4,2,1,0,0,3,1040,200,549 27th Ave,Seattle,USA
6/16/2014 0:00,410000,4,2,1,0,0,3,1580,0,10221 132nd Ave NE,Kirkland,USA
6/16/2014 0:00,566000,4,2.25,2,0,0,3,2170,0,23238 NE 29th Ct,Sammamish,USA
6/16/2014 0:00,680000,4,2.75,2,0,0,3,2500,0,11000 243rd Ave NE,Redmond,USA
6/16/2014 0:00,332000,1,1,1,0,0,3,760,200,2919 E Harrison St,Seattle,USA
6/16/2014 0:00,902000,4,2.5,2,0,0,3,3030,0,6909 123rd Ave NE,Kirkland,USA
6/16/2014 0:00,500000,3,1.75,1,0,0,5,770,770,3718 88th Ave SE,Mercer Island,USA
6/16/2014 0:00,445000,3,1.75,1.5,0,3,3,1890,0,21236 Tramp Harbor Rd SW,Vashon,USA
6/16/2014 0:00,825000,4,2.5,1,0,0,4,1710,1100,14312 SE 45th St,Bellevue,USA
6/16/2014 0:00,1095000,4,4,2,0,0,5,2630,900,2420 30th Ave W,Seattle,USA
6/16/2014 0:00,277000,3,1,1,0,0,4,1100,0,9615 58th Ave S,Seattle,USA
6/16/2014 0:00,545000,3,2.5,1,0,2,3,1440,500,12710 89th Pl NE,Kirkland,USA
6/16/2014 0:00,435000,3,2.5,2,0,0,3,2300,0,16023 271st Pl NE,Duvall,USA
6/16/2014 0:00,638000,3,2.5,2,0,0,3,2110,0,6533 193rd Pl NE,Redmond,USA
6/16/2014 0:00,418000,4,1.5,1,0,0,3,1220,0,1212 168th Ave NE,Bellevue,USA
6/16/2014 0:00,499000,3,1.75,1,0,0,4,1470,280,16618 NE 91st St,Redmond,USA
6/16/2014 0:00,150000,3,1.5,1,0,0,4,1230,0,1432 S 129th St,Burien,USA
6/16/2014 0:00,759950,3,2.5,2,0,0,3,3100,0,2328 246th Ave SE,Sammamish,USA
6/16/2014 0:00,427000,3,2.5,1,0,0,3,1520,310,44218 SE 161st Pl,North Bend,USA
6/16/2014 0:00,632500,5,2.5,2,0,0,3,2640,0,9181 226th Pl NE,Redmond,USA
6/16/2014 0:00,660000,6,1.75,1,0,0,3,1060,780,220 17th Ave,Seattle,USA
6/16/2014 0:00,862000,4,2.5,2,0,0,3,3190,0,12623 198th Dr NE,Woodinville,USA
6/16/2014 0:00,524000,2,1,1.5,0,0,3,1120,0,159 Fulton St,Seattle,USA
6/16/2014 0:00,470000,3,1.5,1,0,0,3,1160,600,5624 Wilson Ave S,Seattle,USA
6/16/2014 0:00,385000,3,2,2,0,0,3,1590,0,7612 SW 258th Ct,Vashon,USA
6/16/2014 0:00,575000,4,2.5,2,0,0,3,2120,0,460 Indigo Pl NW,Issaquah,USA
6/16/2014 0:00,220000,4,2.5,1,0,0,4,1370,870,2410 SW 323rd St,Federal Way,USA
6/16/2014 0:00,460000,2,1,1,0,0,4,760,130,4008 2nd Ave NW,Seattle,USA
6/16/2014 0:00,1712500,3,3.25,3,0,3,4,2440,500,150 Highland Dr,Seattle,USA
6/16/2014 0:00,175000,3,1.5,1,0,0,3,1220,0,4342 S 299th St,Auburn,USA
6/16/2014 0:00,465000,3,2.25,1,0,0,4,1640,1030,15800-15898 15th Ave SW,Burien,USA
6/16/2014 0:00,552000,3,1,1,0,0,4,820,300,7002 22nd Ave NW,Seattle,USA
6/16/2014 0:00,565000,4,2.75,2,0,0,4,3130,0,27705 114th Ave SE,Kent,USA
6/16/2014 0:00,518000,4,2.5,1,0,0,4,1220,520,10342 162nd Pl NE,Redmond,USA
6/16/2014 0:00,899950,4,3.5,2,0,1,3,2360,930,11672 91st Pl NE,Kirkland,USA
6/16/2014 0:00,373000,3,1,1.5,0,0,4,1140,630,5232 36th Ave SW,Seattle,USA
6/16/2014 0:00,385000,4,2.5,2,0,0,3,2960,0,26920 229th Pl SE,Maple Valley,USA
6/16/2014 0:00,245000,2,1,1,0,0,3,980,220,8421 8th Ave SW,Seattle,USA
6/16/2014 0:00,375000,4,2,2,0,0,3,2400,0,9801-9999 NE 183rd St,Bothell,USA
6/16/2014 0:00,699850,4,3.5,2,0,0,3,2690,0,1010 274th Way SE,Sammamish,USA
6/16/2014 0:00,450000,6,2.25,1,0,0,4,2960,590,12722 15th Ave NE,Seattle,USA
6/16/2014 0:00,455000,2,1.5,1.5,0,0,3,1310,0,16326 NE 43rd Ct,Redmond,USA
6/16/2014 0:00,650000,4,2.75,3,0,0,5,1910,700,118 N 84th St,Seattle,USA
6/16/2014 0:00,378000,5,2.5,1,0,0,4,1600,1160,13327 30th Ave NE,Seattle,USA
6/16/2014 0:00,220000,3,2,1,0,0,4,1410,0,11851 44th Pl S,Tukwila,USA
6/16/2014 0:00,285500,4,1.75,1,0,0,4,1960,0,32500-32514 35th Ave SW,Federal Way,USA
6/16/2014 0:00,340000,3,2.5,3,0,0,3,1212,0,11716 16th Ave NE,Seattle,USA
6/16/2014 0:00,921000,4,1.5,1,0,0,4,1490,730,1431 102nd Ave NE,Bellevue,USA
6/16/2014 0:00,375000,4,2.5,1.5,0,0,4,2040,0,20404 289th Ave SE,Maple Valley,USA
6/16/2014 0:00,999000,4,2.75,2,0,0,3,2800,0,2010 227th Ave SE,Sammamish,USA
6/16/2014 0:00,335000,3,1.5,1,0,0,3,1340,700,9055 37th Ave S,Seattle,USA
6/16/2014 0:00,1920000,4,2.5,1,0,3,4,2070,1000,3257 Evergreen Point Rd,Medina,USA
6/16/2014 0:00,385000,2,1,1,1,3,4,830,0,7310 SW Maury Park Rd,Vashon,USA
6/16/2014 0:00,850000,4,3.5,2,0,0,3,3160,980,11721 106th Ave NE,Kirkland,USA
6/16/2014 0:00,429000,5,2.5,2,0,0,3,2340,0,526 Elma Pl NE,Renton,USA
6/16/2014 0:00,523950,3,2.25,3,0,0,3,1420,0,3817-3821 Whitman Ave N,Seattle,USA
6/16/2014 0:00,798800,3,2.75,1,0,0,3,1720,950,1009-1225 N 41st Pl,Renton,USA
6/16/2014 0:00,284000,3,2.5,2,0,0,3,1880,0,29700 217th Pl SE,Kent,USA
6/16/2014 0:00,852880,4,3.25,2,0,0,3,3450,0,120 214th Pl SE,Sammamish,USA
6/16/2014 0:00,320000,3,2.25,3,0,0,3,1200,0,10401 Holman Rd NW,Seattle,USA
6/16/2014 0:00,749995,4,3.25,2,0,0,3,3430,0,20417 126th Ave NE,Bothell,USA
6/16/2014 0:00,468500,3,2.5,2,0,0,3,1120,230,6724 Alonzo Ave NW,Seattle,USA
6/16/2014 0:00,492500,5,2.5,2,0,0,3,2570,0,14206 284th Pl NE,Duvall,USA
6/16/2014 0:00,685000,4,3.5,3,0,0,3,2840,0,546 NE 103rd St,Seattle,USA
6/16/2014 0:00,542525,4,2.5,2,0,0,3,2650,0,13516 164th Ave SE,Renton,USA
6/16/2014 0:00,435000,3,2,3,0,0,3,1980,0,5451 Fauntleroy Way SW,Seattle,USA
6/17/2014 0:00,242000,3,1.75,1.5,0,0,4,1280,0,11431 SE 229th St,Kent,USA
6/17/2014 0:00,325000,4,2.5,2,0,0,3,2610,0,33439 11th Pl SW,Federal Way,USA
6/17/2014 0:00,837700,5,2.75,2,0,0,3,3010,0,10717 179th Ct NE,Redmond,USA
6/17/2014 0:00,210000,1,1,1,0,0,3,930,0,2126 N 130th St,Seattle,USA
6/17/2014 0:00,187500,3,1.5,1,0,0,4,1180,0,34016 33rd Ave SW,Federal Way,USA
6/17/2014 0:00,560000,5,1,1.5,0,0,4,1320,390,7226 36th Ave SW,Seattle,USA
6/17/2014 0:00,272000,3,2,1,0,0,3,1380,0,5002 S 299th Pl,Auburn,USA
6/17/2014 0:00,235000,3,1.75,1,0,0,4,1190,0,11234 SE 320th Pl,Auburn,USA
6/17/2014 0:00,259000,3,2,1,0,0,3,1270,600,11834 SE 263rd Ct,Kent,USA
6/17/2014 0:00,866059,5,3.5,2,0,0,3,2570,560,15845 SE 44th Ct,Bellevue,USA
6/17/2014 0:00,473000,2,1,1,0,0,4,900,0,7029 16th Ave NW,Seattle,USA
6/17/2014 0:00,405000,3,1.5,1,0,0,3,1480,400,5471 NE 200th Pl,Lake Forest Park,USA
6/17/2014 0:00,870000,4,4.25,2,0,3,4,1940,1070,8770 Sand Point Way NE,Seattle,USA
6/17/2014 0:00,475000,3,2.25,1,0,1,4,1150,1130,4420 48th Ave SW,Seattle,USA
6/17/2014 0:00,499500,3,2.5,2,0,0,3,2970,0,14239 183rd Ave SE,Renton,USA
6/17/2014 0:00,386000,2,2.5,2,0,0,3,1620,0,9225-9305 Mitten Ave SE,Snoqualmie,USA
6/17/2014 0:00,458000,4,1.5,1.5,0,0,3,1350,200,4402 4th Ave NE,Seattle,USA
6/17/2014 0:00,550000,3,1.75,2,0,0,5,2240,0,15639 115th Ave SW,Vashon,USA
6/17/2014 0:00,605500,3,2.5,2,0,0,3,2830,0,12504 NE 163rd St,Woodinville,USA
6/17/2014 0:00,421000,3,2.5,2,0,0,3,2890,0,3717 S 189th Pl,SeaTac,USA
6/17/2014 0:00,536000,4,2.25,2,0,0,3,1990,0,4002 258th Way SE,Issaquah,USA
6/17/2014 0:00,247200,3,1.75,1,0,0,3,1370,0,26303 191st Pl SE,Covington,USA
6/17/2014 0:00,250000,2,1.5,2,0,0,3,1088,0,9603 NE 121st Ln,Kirkland,USA
6/17/2014 0:00,204950,4,1.75,1,0,0,3,1180,560,5108 SW 316th Pl,Federal Way,USA
6/17/2014 0:00,430000,3,2,1,0,0,3,1370,360,975-1005 Greenwood Blvd SW,Issaquah,USA
6/17/2014 0:00,250000,4,2.5,2,0,0,3,1800,0,22028 SE 269th St,Maple Valley,USA
6/17/2014 0:00,260000,3,1.75,1,0,2,3,1090,350,14710 57th Ave S,Tukwila,USA
6/17/2014 0:00,547000,4,1,1.5,0,0,4,1200,520,6211 27th Ave NE,Seattle,USA
6/17/2014 0:00,379900,5,3.5,2,0,0,3,2800,0,8430 8th Ave SW,Seattle,USA
6/17/2014 0:00,738500,3,2.5,1,0,0,3,2300,0,12115 Big Leaf Way NE,Redmond,USA
6/17/2014 0:00,545000,4,2.25,1,0,0,4,1590,440,15703 NE 54th Way,Redmond,USA
6/17/2014 0:00,342000,2,1,1,0,0,3,740,0,4813 S Findlay St,Seattle,USA
6/17/2014 0:00,4668000,5,6.75,1,1,4,3,4820,4820,5044 Butterworth Rd,Mercer Island,USA
6/17/2014 0:00,170000,4,1,1,0,0,4,1220,700,17104 Military Rd S,SeaTac,USA
6/17/2014 0:00,616000,4,2.5,2,0,0,3,2490,0,24106 NE 6th Pl,Sammamish,USA
6/17/2014 0:00,640000,3,2,1,0,0,3,1380,0,3415 9th Ave W,Seattle,USA
6/17/2014 0:00,332000,3,2.5,1,0,0,3,1270,260,4214 NE 2nd St,Renton,USA
6/17/2014 0:00,1010000,3,3.25,2,0,2,3,1840,580,2010 8th Ave N,Seattle,USA
6/17/2014 0:00,380000,4,2.5,2,0,0,3,2150,0,19504 SE 324th St,Kent,USA
6/17/2014 0:00,415000,4,2,1,0,0,5,1610,0,7815 116th Ave SE,Newcastle,USA
6/17/2014 0:00,1008000,4,3.5,2,0,0,3,2060,590,2133 N 62nd St,Seattle,USA
6/17/2014 0:00,669000,4,2.75,2,0,0,5,2700,0,18222 NE 186th St,Woodinville,USA
6/17/2014 0:00,260000,3,1.5,1,0,0,2,1150,120,3029 NE 178th St,Lake Forest Park,USA
6/17/2014 0:00,854000,4,2.75,1,0,0,3,2480,670,14302-14314 174th Ave NE,Redmond,USA
6/17/2014 0:00,605000,3,2.25,2,0,0,3,2010,0,14150 176th Ave NE,Redmond,USA
6/17/2014 0:00,320000,3,1,1.5,0,0,3,860,0,10537 Interlake Ave N,Seattle,USA
6/17/2014 0:00,229950,3,2,1,0,0,3,1410,0,14609 SE 195th Pl,Renton,USA
6/17/2014 0:00,255000,3,1.75,1,0,0,3,1700,0,27456-27498 124th Ave SE,Kent,USA
6/17/2014 0:00,1170000,4,2.5,2,0,0,3,2570,0,1915 107th Ave SE,Bellevue,USA
6/17/2014 0:00,479000,2,2.25,2,0,0,3,1020,210,106 24th Ave E,Seattle,USA
6/17/2014 0:00,1200000,4,3.5,2,0,0,3,4170,0,8264 154th Ave SE,Newcastle,USA
6/17/2014 0:00,472000,3,2.5,3,0,0,3,1180,0,2050 14th Ave W,Seattle,USA
6/17/2014 0:00,198000,3,1.5,1,0,0,3,820,610,2711 SW 344th Pl,Federal Way,USA
6/17/2014 0:00,440000,4,2,1.5,0,0,4,1450,0,14114 75th Ave NE,Kirkland,USA
6/17/2014 0:00,506000,3,1.75,1,0,0,3,1480,700,17922 3rd Ave NW,Shoreline,USA
6/17/2014 0:00,382500,4,2.5,2,0,0,3,2210,0,11824 SE 203rd St,Kent,USA
6/17/2014 0:00,269500,2,1.5,1,0,0,4,940,540,680 Shelton Ave NE,Renton,USA
6/17/2014 0:00,560000,3,2,1,0,1,5,1170,1170,5200 S Frontenac St,Seattle,USA
6/17/2014 0:00,840000,4,3.5,2,0,0,3,3120,740,12237 198th Ave NE,Woodinville,USA
6/17/2014 0:00,479500,3,2.75,2,0,0,3,2300,0,34623 SE Leitz St,Snoqualmie,USA
6/17/2014 0:00,402000,3,1.5,1,0,0,3,1010,440,13420 121st Ave NE,Kirkland,USA
6/17/2014 0:00,549000,2,2.5,3,0,0,3,1380,0,5010 Greenwood Ave N,Seattle,USA
6/17/2014 0:00,449950,4,2.5,2,0,0,3,2470,0,7206 Douglas Ave SE,Snoqualmie,USA
6/17/2014 0:00,493000,4,1.75,1.5,0,0,4,2030,0,12039 NE 145th St,Kirkland,USA
6/17/2014 0:00,142500,4,0.75,1,0,0,3,1440,0,209 SW 142nd St,Burien,USA
6/17/2014 0:00,250000,3,1.75,1,0,0,3,1160,0,3812 I Pl NE,Auburn,USA
6/17/2014 0:00,729000,3,1,2,0,0,3,1580,0,112 10th Ave E,Seattle,USA
6/17/2014 0:00,465000,2,2.75,2,0,0,3,995,435,224 26th Ave E,Seattle,USA
